id,admin,cofog,gfsmExpense,programID,type,amount
21225,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.6.1,4050401,non-personnel recurrent,662900
21226,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.6.4,4050401,non-personnel recurrent,3641400
21227,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.6.9,4050401,non-personnel recurrent,250000
21228,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.8.2.0,4050401,non-personnel recurrent,63500
21229,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.8.2.3,4050401,non-personnel recurrent,0
21230,104013 Ministry of Defense of RA,4.5.4,4.7.2.9,4050402,non-personnel recurrent,121000000
21231,101003 RA Government Staff,4.5.4,4.6.3.9,4050403,non-personnel recurrent,10000000
21232,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.1.1.2,4050404,personnel,0
21233,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.1.3.1,4050404,personnel,0
21234,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.1.4,4050404,non-personnel recurrent,0
21235,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.2.0,4050404,non-personnel recurrent,0
21236,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.2.1,4050404,non-personnel recurrent,0
21237,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.2.2,4050404,non-personnel recurrent,0
21238,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.1,4050404,non-personnel recurrent,0
21239,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.2,4050404,non-personnel recurrent,0
21240,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.3,4050404,non-personnel recurrent,0
21241,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.4,4050404,non-personnel recurrent,0
21242,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.6,4050404,non-personnel recurrent,0
21243,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.7,4050404,non-personnel recurrent,0
21244,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.3.9,4050404,non-personnel recurrent,0
21245,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.5.1,4050404,non-personnel recurrent,0
21246,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.5.2,4050404,non-personnel recurrent,0
21247,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.6.1,4050404,non-personnel recurrent,0
21248,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.6.4,4050404,non-personnel recurrent,0
21249,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.6.7,4050404,non-personnel recurrent,0
21250,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.2.6.9,4050404,non-personnel recurrent,0
21251,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.6.2.1,4050404,non-personnel recurrent,0
21252,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.6.3.7,4050404,non-personnel recurrent,0
21253,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.6.3.8,4050404,non-personnel recurrent,0
21254,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.6.3.9,4050404,non-personnel recurrent,0
21255,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.7.2.9,4050404,non-personnel recurrent,0
21256,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.8.1.9,4050404,non-personnel recurrent,0
21257,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.8.2.0,4050404,non-personnel recurrent,0
21258,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,4.8.6.1,4050404,non-personnel recurrent,0
21259,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,5.1.2.2,4050404,capital,0
21260,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,5.1.2.9,4050404,capital,0
21261,105016 General Department of Civil Aviation adjunct to the Government of RA,4.5.4,5.1.3.2,4050404,capital,0
21262,104001 Ministry of Territorial Administration of RA,4.5.5,4.5.1.1,4050501,non-personnel recurrent,1567951100
21263,104001 Ministry of Territorial Administration of RA,4.5.5,4.6.5.7,4050501,non-personnel recurrent,200000000
21264,104001 Ministry of Territorial Administration of RA,4.5.5,4.6.3.2,4050502,non-personnel recurrent,313500000
21265,104001 Ministry of Territorial Administration of RA,4.5.5,5.1.2.9,4050503,capital,364294200
21266,104001 Ministry of Territorial Administration of RA,4.5.5,5.1.2.9,4050504,capital,364294300
21267,104001 Ministry of Territorial Administration of RA,4.5.5,5.1.2.9,4050505,capital,1994580100
21268,104001 Ministry of Territorial Administration of RA,4.5.5,5.1.2.9,4050506,capital,1994580200
21269,104018 Ministry of Transport and Communication of RA,4.6.1,4.6.3.7,4060101,non-personnel recurrent,372764000
21270,104004 Ministry of Economy of RA,4.7.3,4.6.3.9,4070301,non-personnel recurrent,50000000
21271,104023 Ministry of Emergency Situations of RA,4.8.1,4.6.3.7,4080101,non-personnel recurrent,41857900
21272,104004 Ministry of Economy of RA,4.8.4,4.6.3.7,4080401,non-personnel recurrent,50035400
21273,104021 Ministry of Finance of RA,4.8.4,4.6.3.7,4080401,non-personnel recurrent,0
21274,104001 Ministry of Territorial Administration of RA,4.9.1,6.5.0.2,4090101,other,-1734600000
21275,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,4.9.1,6.5.0.1,4090101,other,-36922900
21276,301007 Other bodies,4.9.1,6.5.0.2,4090101,other,0
21277,301007 Other bodies,4.9.1,6.5.0.1,4090101,other,0
21278,104023 Ministry of Emergency Situations of RA,4.9.1,4.6.3.7,4090102,non-personnel recurrent,0
21279,104023 Ministry of Emergency Situations of RA,4.9.1,4.8.6.1,4090102,non-personnel recurrent,153895900
21280,104023 Ministry of Emergency Situations of RA,4.9.1,4.8.6.1,4090103,non-personnel recurrent,25963000
21281,104023 Ministry of Emergency Situations of RA,4.9.1,5.2.1.1,4090103,capital,0
21282,104018 Ministry of Transport and Communication of RA,4.9.1,4.1.1.1,4090104,personnel,217394000
21283,104018 Ministry of Transport and Communication of RA,4.9.1,4.1.1.3,4090104,personnel,20542400
21284,104018 Ministry of Transport and Communication of RA,4.9.1,4.1.1.5,4090104,personnel,17373200
21285,104018 Ministry of Transport and Communication of RA,4.9.1,4.1.3.1,4090104,personnel,40020500
21286,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.1.2,4090104,non-personnel recurrent,11903700
21287,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.1.3,4090104,non-personnel recurrent,516300
21288,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.1.4,4090104,non-personnel recurrent,11338300
21289,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.1.5,4090104,non-personnel recurrent,320000
21290,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.1.6,4090104,non-personnel recurrent,9036000
21291,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.2.0,4090104,non-personnel recurrent,4770700
21292,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.2.1,4090104,non-personnel recurrent,0
21293,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.3.2,4090104,non-personnel recurrent,1607000
21294,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.3.4,4090104,non-personnel recurrent,3275000
21295,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.3.9,4090104,non-personnel recurrent,3890000
21296,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.5.2,4090104,non-personnel recurrent,2850000
21297,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.6.1,4090104,non-personnel recurrent,2082700
21298,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.6.4,4090104,non-personnel recurrent,8888000
21299,104018 Ministry of Transport and Communication of RA,4.9.1,4.2.6.7,4090104,non-personnel recurrent,687300
21300,104018 Ministry of Transport and Communication of RA,4.9.1,4.8.2.0,4090104,non-personnel recurrent,88000
21301,104018 Ministry of Transport and Communication of RA,4.9.1,4.8.2.3,4090104,non-personnel recurrent,0
21302,104023 Ministry of Emergency Situations of RA,4.9.1,4.6.3.7,4090105,non-personnel recurrent,296547900
21303,104001 Ministry of Territorial Administration of RA,4.9.1,4.6.3.5,4090106,non-personnel recurrent,1734600000
21304,101003 RA Government Staff,4.9.1,5.1.1.2,4090107,capital,15272100
21305,101003 RA Government Staff,4.9.1,5.1.1.3,4090107,capital,22889200
21306,101003 RA Government Staff,4.9.1,5.1.3.4,4090107,capital,0
21307,101003 RA Government Staff,4.9.1,4.8.6.1,4090108,non-personnel recurrent,87085000
21308,101003 RA Government Staff,4.9.1,5.1.1.3,4090108,capital,223927500
21309,101003 RA Government Staff,4.9.1,5.1.2.9,4090108,capital,51993300
21310,101003 RA Government Staff,4.9.1,5.1.3.4,4090108,capital,31264200
21311,104004 Ministry of Economy of RA,4.9.1,4.6.5.6,4090109,non-personnel recurrent,0
21312,104004 Ministry of Economy of RA,4.9.1,5.1.2.9,4090109,capital,1714301300
21313,101003 RA Government Staff,4.9.1,4.8.6.1,4090110,non-personnel recurrent,60633700
21314,101003 RA Government Staff,4.9.1,5.1.1.2,4090110,capital,321642300
21315,101003 RA Government Staff,4.9.1,5.1.1.3,4090110,capital,964926900
21316,101003 RA Government Staff,4.9.1,5.1.2.9,4090110,capital,54949200
21317,101003 RA Government Staff,4.9.1,5.1.3.4,4090110,capital,120509200
21318,104023 Ministry of Emergency Situations of RA,4.9.1,4.8.6.1,4090111,non-personnel recurrent,0
21319,104023 Ministry of Emergency Situations of RA,4.9.1,5.1.1.3,4090111,capital,0
21320,104023 Ministry of Emergency Situations of RA,4.9.1,5.2.1.1,4090111,capital,0
21321,104023 Ministry of Emergency Situations of RA,4.9.1,6.5.0.1,4090111,other,0
21322,104002 Ministry of Healthcare of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21323,104002 Ministry of Healthcare of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21324,104004 Ministry of Economy of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21325,104004 Ministry of Economy of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21326,104006 Ministry of Nature Protection of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21327,104006 Ministry of Nature Protection of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21328,104007 Ministry of Agriculture of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21329,104007 Ministry of Agriculture of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21330,104010 Ministry of Education and Science of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21331,104010 Ministry of Education and Science of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21332,104011 Ministry of Culture of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21333,104011 Ministry of Culture of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21334,104013 Ministry of Defense of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21335,104013 Ministry of Defense of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21336,104016 Ministry of Labor and Social Affairs of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21337,104016 Ministry of Labor and Social Affairs of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21338,104018 Ministry of Transport and Communication of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21339,104018 Ministry of Transport and Communication of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21340,104020 Ministry of Urban Development of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21341,104020 Ministry of Urban Development of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21342,104021 Ministry of Finance of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21343,104021 Ministry of Finance of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21344,104023 Ministry of Emergency Situations of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21345,104023 Ministry of Emergency Situations of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21346,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21347,105002 State Social Insurance Service of the Ministry of Labor and Social Affairs of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21348,105004 RA Public Services Regulatory Committee,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21349,105004 RA Public Services Regulatory Committee,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21350,105008 State Commission for the Protection of Economic Competition of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21351,105008 State Commission for the Protection of Economic Competition of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21352,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21353,105009 State Committee of the Real Estate Cadastre adjunct to the Government of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21354,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21355,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21356,105013 State Revenue Committee adjunct to the Government of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21357,105013 State Revenue Committee adjunct to the Government of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21358,105019 Police adjunct to the Government of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21359,105019 Police adjunct to the Government of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21360,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21361,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21362,105021 State Migration Service of the Ministry of Territorial Administration of RA,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21363,105021 State Migration Service of the Ministry of Territorial Administration of RA,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21364,106008 Shirak Marzpetaran,4.9.1,4.8.2.0,4090120,non-personnel recurrent,0
21365,106008 Shirak Marzpetaran,4.9.1,4.8.2.3,4090120,non-personnel recurrent,0
21366,104010 Ministry of Education and Science of RA,4.9.1,4.8.2.0,4090122,non-personnel recurrent,0
21367,104010 Ministry of Education and Science of RA,4.9.1,4.8.2.3,4090122,non-personnel recurrent,0
21368,104004 Ministry of Economy of RA,4.9.1,4.8.2.0,4090125,non-personnel recurrent,0
21369,104004 Ministry of Economy of RA,4.9.1,4.8.2.3,4090125,non-personnel recurrent,0
21370,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.9.1,4.8.2.0,4090125,non-personnel recurrent,0
21371,105010 State Committee for Water Management of the Ministry of Territorial Administration of RA,4.9.1,4.8.2.3,4090125,non-personnel recurrent,0
21372,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,4.9.1,4.8.2.0,4090125,non-personnel recurrent,0
21373,105020 State Committee of the Real Estate Cadastre adjunct to the Government of RA,4.9.1,4.8.2.3,4090125,non-personnel recurrent,0
21374,104009 Ministry of Energy and Natural Resources of RA,5.1.1,4.5.1.1,5010101,non-personnel recurrent,29173900
21375,104001 Ministry of Territorial Administration of RA,5.1.1,4.8.6.1,5010102,non-personnel recurrent,0
21376,104006 Ministry of Nature Protection of RA,5.3.1,4.5.1.1,5030101,non-personnel recurrent,11646400
21377,104006 Ministry of Nature Protection of RA,5.3.1,4.6.3.7,5030102,non-personnel recurrent,112310900
21378,104006 Ministry of Nature Protection of RA,5.4.1,4.8.6.1,5040101,non-personnel recurrent,60000000
21379,104006 Ministry of Nature Protection of RA,5.4.1,4.8.6.1,5040102,non-personnel recurrent,125400000
21380,104006 Ministry of Nature Protection of RA,5.4.1,4.8.6.1,5040103,non-personnel recurrent,7526000
